name,dialogue
Phyllis,"Blue Wasabi is so good, but get the cheeseburger. They say they won’t do it, but they will if you make a scene."
Andy,"Russell, I'm dressed like George Michael."
Jim,What’s that cooler?
Andy,"What├óŌé¼Ōäós up? Weird thing. Totally awkward, but you left your notebook on the reception desk."
Dwight,It's fine. What?
Jim,Yep.
Michael,Oh very funny.
Erin,"Aw, cute! So there’ll be a bunch of kids."
Pam,I don't think we registered anywhere. We just want cash.
Jim,"Oh, there it is. J1."
Oscar,Separate bathrooms.
Oscar,Those are the bullet points.
Michael,"There's no time to think about if this is real. Just, shh, everybody."
Andy,Night.
Oscar,"It's not a signal. It's just a coincidence. No, it's not even a coincidence. It's just something that happened."
Pam,Wow.
Michael,"A boss's salary isn't just about money, it is about perks. It... for example, every year I get a $100 gas card... Can't put a price tag on that."
Andy,"Right! I really wasn’t trying to insult any, anyone."
Jim,No.
Dwight,You can't steal what is legally your property.
Michael,All right.
Andy,Yes!
Erin,I know. I meant I'd be happy for them.
Michael,"You know what's even more offensive, is baling on this party because some... jerk ruined the first part of it. Dwight come here. Here's my debit card, I want you to go pick up a bunch of pizzas and meet me in the conference room."
Michael,You'll never guess what I know.
Pam,It's really just a regular shaped cake.
Michael,Try it on.
Darryl,How many people a year do you think get their arms cut off in a baler?
Michael,"We were joshin around, the two of us, and he said ""did I stutter,"" and I said ""wha-wha-wha-wha-what, dawg?"" It was joking, Toby, alright?"
Pam,Right... you're a sports writer in Philadelphia? Nice build too.
Dwight,"I know. So you're PMSing pretty bad, huh?"
Jim,"Swear to God. . Aww this is great. I was actually gonna wait and tell you on your birthday, but this is much more fun."
Andy,No drama. Ok.
Pam,Boscov's at the Steamtown Mall?
Jim,Michael just called the pizza place with a list of demands.
Pam,You have no idea...
Jim,"Can I just say something? I know that tempers are high, but I think the best way to handle this might be to just talk to Michael directly."
Jim,"Oh, um… Why do you keep CC’ing me on things that have nothing to do with me?"
Michael,Look at that. Look at that. That's fun. We need to do stuff together outside of work. Let's go help Africa. Let's go build an airport. We'll start small. We'll have a car wash. We'll send some cheerleaders to regionals.
Kevin,This is getting weird.
Jim,"Okay. We'll, just forget it."
Michael,Scooch. Before I shoot you in the head.
Creed,I’m not good with names.
Kelly,"And what was with Jesse’s sudden turn on Rachel, between Dream-On and Funk. Where the heck did that come from?! Honestly that show, it’s just. It’s irresponsible."
Michael,"Yeah, you're right about the difference between a man and a woman, but not about the punch line to the joke, right? The difference between a salesman and a saleswoman... is boobs!"
Michael,Pays five million dollars. Nudity required.
Dwight,Yeah!
Toby,"Guys, it’s a really big deal."
Pam,I'm gonna return it.
Jim,He does?
Darryl,You think you could beat me up?
Andy,"Yeah, which one?"
Toby,"Uh, I really think that you need to address what happened with Stanley this morning..."
Kevin,There are some people who have charm and some people who don’t. Guess which type I am. Charm type.
Jim,"Hey, guys, has anybody seen the baby?"
Jim,Hey.
Kevin,Do we have one?
Michael,"I just thought it was kind of a flat, you know... 25 dollar, one-time donation. I didn't think it was per mile kinda deal. You know, so..."
Darryl,Who knows what the belt is for?
Michael,"Oh, sorry, mate. Excuse me. Mate."
Jim,Great.
Creed,Sometimes it's best just to say out of it.
Jim,"Yeah, I had just told you about the day that I met the Blue Angels. I figured you had to top it."
Creed,"All right, thank you, bye-bye."
Michael,"Well, the baby was conceived here, so might as well live here a little bit, too."
Meredith,He calls it an upper decker.
Michael,Well then... I am glad you're ok.
Erin,That’s so random.
Pam,You promise these are confidential?
Meredith,"Uh, two."
Pam,"Well, I can't really imagine you yelling at anyone."
Pam,And do my job?
Kevin,So we had games planned but the baby ruins all of them.
Michael,It's all connected. Shut up. Does she ever mention 'Michael Scott?'
Michael,"Stop, stop it! Stop spraying! Gimme the bottle!"
Michael,"The fundamentals of business. The funda-mentals of business. ""Mental"" is part of the word, I have underlined it. Because you're mental, if you don't have a good time. You have to enjoy it."
Creed,There's a great soup kitchen in downtown Scranton. Delicious pea soup on Thursdays. I'll probably give the money to them.
Kelly,"Uh, if you turn me in, I'm turning in Darryl."
Dwight,"Yes, Monkey."
Angela,He wouldn't have wanted that. Her name is Princess Lady!
Andy,I’m gonna make it. Every person that has been on Conan has a crazy story about how they made it. Every person.
Dwight,Psst. We’re not here.
Dwight,You believe a computer can beat me?
Dwight,"So you go in now, I am going to go in exactly ten minutes. We have never met each other. We are complete strangers. Also, we are going to need a signal to bolt out of there if there is danger. Lick ur lips, try it. No, no like this. Good."
Michael,"I'm a little confused. 'Cause first it's all like kissy-kissy. And then it's like all regret. Because ""Oh, I regret that."" But, ""Wait, I'm still gonna call you."" But, but, ""We're just gonna talk business. And I may come down and fire you if you don't do your job."" But what were talking about when we first kissed? Business."
Pam,Okay.
Andy,"OK, I get it. You’re unhappy. I’ve been gone a long time and we lost a little bit of juju. But, you and me, we have a future. There is a lot of love here."
Jim,Because it's a surprise.
Jim,Will you let me know when this whole seminar thing’s over?
Jim,So. Uh... I am going on a trip. But not really sure where I'm going yet. It's kind of open-ended. So I was hoping maybe you guys would have some suggestions?
Jim,"Okay, bye. So sorry about that."
Michael,What? Really? That stinks!
Erin,Really?
Kelly,"Yeah, but you lie all the time. You lie for no reason. Ryan, you just like to lie."
Darryl,Oh?
Oscar,Wha-
Ryan,I don’t know. Depends if you like a little junk in … Umm… She’s really cool.
Jim,"Yup, I do make great Christmas gifts. But I couldn’t make that."
Andy,Awesome.
Dwight,It's not what you think.
Michael,"Okay. Okay goodbye, goodbye."
Andy,"I just lost Porter Hardware! I just, I lost ’em!"
Andy,Mornin’ Jim.
Meredith,You ready?
Erin,Now we only have four strikes left until a home run.
Dwight,This is stupid! Cut.
Andy,"I don't care if you're gay, straight, engaged... whatever. A guy needs intercourse."
Dwight,"No, you've been towed by now. They tow after about 45 minutes."
Jim,I’m so sorry for all of this.
Michael,"How many of you know the meaning of the Jamaican term, Hakuna Matata?"
Jim,No problem.
Michael,"Dwight, wow. That’s not appropriate."
Michael,"No, I'm not. I'm staying on the bus. I'm already on the bus. I'm going."
Pam,I don’t know anything about that.
Angela,Forget it. Is that chocolate-vanilla swirl?
Pam,No.
Ryan,Paul Anka?! How can they make the Smoke Man play with someone like that? I don’t think I can see this.
Michael,Attention everybody. This will only take a second of your time. Today at 4 p.m. we will be meeting in the parking lot to have a funeral service for this bird.
Creed,No. No. No. You’re way off on that one.
Michael,I actually wrote a movie.
Pam,What do you want us to do?
Phyllis,Work.
Michael,"Um, let's just do this in 15 minutes."
Andy,"Alright, what’s the grand total? Did we make our nut?"
Dwight,"Yes, I do."
Michael,"Oh, ho, ho, ho! Oh, ho, ho, ho, ho, ho! Merry Christmas, little children!"
Dwight,"Oh, really? What else? Let me see."
Ryan,You should enter it in festivals!
Dwight,Fire Jim.
Michael,"Mmm. Erin, would you do me a favor and find my street clothes for me, please?"
Andy,"Of course. Yeah, that’s terrible. Okay, let me get back to you. Hey, Stanley. One of my clients just called and said that their Sabre printer started smoking and caught on fire."
Erin,"They caught the Scranton Stranger, they trapped him in his house."
Michael,Oh... kay.
Dwight,you said to just…
Kevin,I am enormously proud of what I did for that turtle!
Andy,These sure are pretty dogs…
Dwight,Idiot!
Angela,"It doesn't matter, Michael."
Dwight,Michael?
Dwight,Do you have powers?
Dwight,"Why don’t you just let me handle the Tolkien references, okay dumb jock?"
Jim,You okay?
Oscar,Why would you throw something wet at me?
Pam,"Yeah, totally. So..."
Michael,Oh. Come on. Be serious.
Michael,When you use something to block-- I think everybody knows what I am talking about. It's not necessarily different for the woman--
Pam,Next on the list — song parodies.
Jim,"Well, it was nice meeting you guys. Take care."
Phyllis,Yeah.
Toby,Not Jan.
Jim,Yeah! Guten Prank number two.
Jim,"Sure. Mr. Davis, let me call you right back. Yeah, something just came up. Two minutes. Thank you very much. Dwight, what are you doing?"
Kevin,Me too.
Jim,You ok?
Erin,Want some company?
Dwight,It was rotting.
Michael,"Well, what should I do, guys? Seriously, do you want me to just cancel the Dundies?"
Kevin,All right.
Pam,I know.
Dwight,"Michael keeps bragging about his iPod, but you know what? Two paintball lessons with someone as experienced as I am is worth easily, like, 2 grand."
Toby,"Well, I was hoping that maybe in light of everything that's happened today, it would be a good idea if today, you, me, and Michael could head into the conference room for some conflict resolution."
Michael,Which one of these is coolest? What do you think?
Darryl,"Looked like it. Sometimes when I'm down like this, it helps to sing the blues."
Jim,I understand that.
Erin,"Hey, my name√¢‚Ç¨‚Ñ¢s Tabitha. I√¢‚Ç¨‚Ñ¢m camped out in front of the Sabre store so I can be first in line for the new Pyramid. Psst. It√¢‚Ç¨‚Ñ¢s me Erin. Dwight had me pretend to be a hipster to create hype, and it√¢‚Ç¨‚Ñ¢s working. There√¢‚Ç¨‚Ñ¢s already people camped out behind me."
Jim,"All right, guys, good day, a lot of candidates. Let’s discuss."
Michael,Yeah.
Oscar,I don't want to talk. I want my laptop back.
Andy,"Get out of my way, Jim!"
Michael,"Come on, no, no, no."
Pam,Hello.
Pam,"Oh, it’s okay, sweetie."
Michael,"Where is my little nibblet? Halpert, room D1. Alright, family only beyond this point, thank you. Here we go."
Dwight,What's the plan?
Dwight,I chose my words very carefully.
Pam,And then you stopped at the bar on the way back?
Michael,Boner Bomb starring Jason Statham. Or we go against type with an Eisenberg or a Michael Cera.
Michael,That's great and we still have most of our stuff. Good.
Andy,Three-oh-five. You my friend are winning handsomely.
Dwight,No.
Dwight,How have we never talked about this before? Wait. You don√¢‚Ç¨‚Ñ¢t even care about nationals.
Dwight,"What for? We haven’t even gotten bread yet. Does anyone wanna split a twice baked potato? Do you have those? Those aren’t deep fried, right?"
Pam,"Michael, we already have a Santa, Phyllis."
Pam,Hey.
Meredith,"I'm excited about doing the ad, but I'm not really used to doing videos with so many people around."
